Issue key,Technology,Model Category,Category Confidence,Root Cause,Root Cause Theme
WIFI-574875,WIFI,Connectivity,0.0984662335741715,"Fix Sar activation via addition of callback after tx end
",Insufficient Root-Cause Detail
WIFI-573979,WIFI,BSOD,0.42372433677829563,fixed on core92,Insufficient Root-Cause Detail
WIFI-564738,WIFI,Connectivity,0.13796977291482979,Improved platform stability by adding timeout for HW events which are not sent on time,Insufficient Root-Cause Detail
WIFI-562968,WIFI,YB/Lost,0.5709358204464171,explained by or,Insufficient Root-Cause Detail
WIFI-560195,WIFI,YB/Lost,0.3051280338698694,Addition of HW timeout during platform reset.,Power State / Reset / PLDR
WIFI-558281,WIFI,Connectivity,0.11759753312709485,"LQ value should be updated upon receiving a beacon, it is
checked if the beacon is from our associated APs BSSID (which fails, as the
BSSID is different between VAP and actual beacon in air)",RF / Coexistence / Channel Behavior
WIFI-551095,WIFI,Connectivity,0.11906120403257224,"Improve behavior during multi-link probe response during rejection of a link.
",Insufficient Root-Cause Detail
WIFI-548045,WIFI,YB/Lost,0.12921500880818254,Fix a race during back-to-back RFI commands that are being sent.,Race / Timing / Interrupt Ordering
WIFI-546978,WIFI,BSOD,0.16708652032805235,SAP fixes from Meir on WHQL WiMan version 2449.91.92,Insufficient Root-Cause Detail
WIFI-546162,WIFI,BSOD,0.20959989804311416,Miscalculation of pointers refcount when MLD AP changes from legacy to MLD mode,Memory / Pointer / Resource Handling
WIFI-544301,WIFI,YB/Lost,0.12430116954142538,"DSP latency in 160MHz on HrP (long delay between rx_on_air drop to rx_frame drop) can cause false wpal error (move_to_tx) when responding with BA to Rx.
This NMI is now disabled in HrP when working on 160MHz",Race / Timing / Interrupt Ordering
WIFI-541811,WIFI,YB/Lost,0.2698837903285221,"Fix STEP noise issues by removing DCDC modes.
",Insufficient Root-Cause Detail
WIFI-540995,WIFI,YB/Lost,0.19939744737293866,Fixed Sensing installation issue due to invalid extension INF.,Insufficient Root-Cause Detail
WIFI-538541,WIFI,Connectivity,0.1630331677742295,"In case the AP is sending in RRM request 2 different channels but on
different IEs, we will answer and scan only to the second.
the fix is to initiate the number of channel at before starting to parse the RRM
action frame so we will not override it",RF / Coexistence / Channel Behavior
WIFI-532614,WIFI,Connectivity,0.1289729264049095,"Addition of WPA3 Enterprise publication as part of supported OS security capabilities. 
",Security / Signature / Validation
WIFI-528912,WIFI,Connectivity,0.12855149353826156,Improvements of Scan efficiency during p2p scan discovery,Insufficient Root-Cause Detail
WIFI-527235,WIFI,Connectivity,0.1274719547164159,Added optimizations to save time -  if we recently heard the ssid no need to trigger another scan.,RF / Coexistence / Channel Behavior
WIFI-525518,WIFI,BSOD,0.2871730635670054,Fixed initialization parameters of Windows performance counters,Firmware Config / Parameter / Tuning
WIFI-524086,WIFI,Connectivity,0.09292632224460576,Improved error handling of WIFI-WIAMT communication in case WIFI driver is disabled and communication API is closed. ,Driver-OS Interface / API / OID
WIFI-521571,WIFI,Connectivity,0.13916703960490542,Fix for MLD AP record keeping in the BSS table data base.,Insufficient Root-Cause Detail
WIFI-520916,WIFI,Connectivity,0.10190734068106364,"Duplicate root cause as WIFI-503974, but can't set as duplicate as this is a different customer",Insufficient Root-Cause Detail
WIFI-520712,WIFI,Connectivity,0.12382858292842754,"In LSO flow, the TCP headers had to set the PSH flag only for the last fragment.
For that, driver reset this bit for all the fragments and tried to restore TCP headers back to original in the last fragment.
But the ""original"" was overwritten by the last used header, thus we never really set the PSH bit again.",State Machine / Flow Handling
WIFI-519220,WIFI,Connectivity,0.19871025319669594,Change in requirements,Insufficient Root-Cause Detail
WIFI-517107,WIFI,Connectivity,0.16455347538024526,missing support HrP1 in HW list file,Insufficient Root-Cause Detail
WIFI-515364,WIFI,Connectivity,0.26632617360836236,nan,Insufficient Root-Cause Detail
WIFI-512869,WIFI,Connectivity,0.1355702620750148,rebuild with renewed certificate,Security / Signature / Validation
WIFI-511534,WIFI,Connectivity,0.14755364502902726,the driver notified to the OS that it supported WPA3 ENT + TKIP (which is not a valid combination) ,Driver-OS Interface / API / OID
WIFI-511524,WIFI,BSOD,0.24371693437313735,issue was already implemented in newer build.,Insufficient Root-Cause Detail
WIFI-509791,WIFI,YB/Lost,0.13797450080555437,display error in netsh wlan show driver,Driver-OS Interface / API / OID
WIFI-506182,WIFI,BSOD,0.19214490940293097,"packets was not set to done if OS tried to send them and the queue was closed.
we are not 100% sure this is the root cause, but this should fix the issue anyway",Insufficient Root-Cause Detail
WIFI-504849,WIFI,Connectivity,0.2728089930237181,The requirement changed and the code was not updated accordingly.,Insufficient Root-Cause Detail
WIFI-499116,WIFI,Connectivity,0.2600064556634176,instead of sizeof(SMBIOSHEADER) there is sizeof(PSMBIOSHEADER),Insufficient Root-Cause Detail
WIFI-496624,WIFI,YB/Lost,0.99,"FSEQ fix, FW: 2a9c8cc7c66f5f7441c8e1679214b76059a6aca1
STEP URM vs high speed changes.",Firmware Config / Parameter / Tuning
WIFI-496617,WIFI,YB/Lost,0.3080834991603502,"FSEQ fix, FW: 2a9c8cc7c66f5f7441c8e1679214b76059a6aca1
STEP URM vs high speed changes.",Firmware Config / Parameter / Tuning
WIFI-495550,WIFI,Connectivity,0.14312653577321074,"Even though the original logs showed another issue, customer claims the fix for https://jira.idoc.intel.com/browse/WIFI-445053 resolved this issue.
Setting to implemented as requested.

If indeed it is the same issue, we can use the same root cause.
Otherwise, no real root cause can be filled :)",Insufficient Root-Cause Detail
WIFI-492962,WIFI,YB/Lost,0.14640138041957634,nan,Insufficient Root-Cause Detail
WIFI-490254,WIFI,Connectivity,0.99,Got an Oid with discovery filter hint with channel 0,Driver-OS Interface / API / OID
WIFI-479724,WIFI,YB/Lost,0.6322604170353471,full URM solution implemented,Insufficient Root-Cause Detail
WIFI-477517,WIFI,YB/Lost,0.99,Forcing STEP low latency from I -> R,Race / Timing / Interrupt Ordering
WIFI-474818,WIFI,Connectivity,0.14462511562382943,"txScdSendFragReleaseCb is used from several locations(both tx complete and
from flush cmd cb)
when called from flush CB, it is called with status abort.
on this case, we released the SGL without locking the scheduler,
so tx complete flow might use released memory.
",State Machine / Flow Handling
WIFI-474281,WIFI,Connectivity,0.4394052375589678,DCR-2966 was missing,Insufficient Root-Cause Detail
WIFI-473507,WIFI,BSOD,0.23831697908952748,Seems that storm of 0x22ce caused the issue,Insufficient Root-Cause Detail
WIFI-470924,WIFI,YB/Lost,0.14349176929513538,"The FW DP marked log duration from > 18ms as error while this AP sends us frames of ~25ms.
Change the FW error limit to 32ms.",Firmware Config / Parameter / Tuning
WIFI-470213,WIFI,Connectivity,0.1263765659980161,"RC for internal usage only:
PLL Power Up + Lock failure due to race between LMAC/WRCTRL Sequencer and the TCM.",Race / Timing / Interrupt Ordering
WIFI-469496,WIFI,BSOD,0.2848431127525773,"memAlloc failure, due to stressing with prime95",Insufficient Root-Cause Detail
WIFI-468811,WIFI,YB/Lost,0.3026396943619033,implemented full URM solution,Insufficient Root-Cause Detail
WIFI-468802,WIFI,BSOD,0.21294681462443293,missing clear rxInProgress upon assert in rfdQueueProcessFragments,RF / Coexistence / Channel Behavior
WIFI-468703,WIFI,BSOD,0.17349625445322928,"Description: The problem seems to be that we ran rfdQueueProcessFragments infinitely.

lets assume first packet was entered  rfdQueueProcessFragments and failed(as we saw assert).

when we exit rfdQueueProcessFragments in the middle we dont set pSingleQueueData[queueNum]->dispatchInProcess off.

this will cause the second packet to enter and do out immediately, without fetching any rb from the queue.

which eventually will cause as to run forever(or until bsod)",RF / Coexistence / Channel Behavior
WIFI-465691,WIFI,Connectivity,0.1282496063686157,"Fix STEP noise issues by removing DCDC modes.
",Insufficient Root-Cause Detail
WIFI-460321,WIFI,BSOD,0.22298466977491735,Proper handling of memory allocation failure while parsing beacon.,Memory / Pointer / Resource Handling
WIFI-453973,WIFI,YB/Lost,0.6150246048078422,"fseq change
",Insufficient Root-Cause Detail
WIFI-452771,WIFI,YB/Lost,0.11682555146503353,"new lock register in the TOP that was part of the antenna toggle , created WA to use other PAD that control the antenna switch. 
Linked patch: wcd_fw-dev master Merged:15-Jul-2024
SHA1: 7c4607c5d7cac79c19700bd8f389aedea81dd69a
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/113163 ",Firmware Config / Parameter / Tuning
WIFI-446638,WIFI,Connectivity,0.18277904194655392,Modem drop update,Insufficient Root-Cause Detail
WIFI-445283,WIFI,Connectivity,0.20483099230799756,"Usually the OS sets which AKM to use in TASK_CONNECT.
Driver kept the AKM set by OS from previous connection, and on the current one the OS did not set any AKM, so the OUI in WPA IE was incorrect",Driver-OS Interface / API / OID
WIFI-445053,WIFI,Connectivity,0.13831488947957893,"On busy UHB channels we opt to do a passive scan as it would be better.
But if there is a hidden SSID on that channel we would not find it as it requires an active scan.",RF / Coexistence / Channel Behavior
WIFI-440285,WIFI,Connectivity,0.20438127383770197,bcast packet used on mgmt q which mapped to fifo 10 -> no cs calc on these packets,Insufficient Root-Cause Detail
WIFI-433817,WIFI,BSOD,0.3081862810324165,"Wrong handling of WI, caused us to indicate packet to OS after Halt flow started",State Machine / Flow Handling
WIFI-431441,WIFI,Connectivity,0.17875862529109418,"when AUX peer exists on driver,
FW sends P2P_PUBLIC_ACTION_FRAME to driver on this peer.
driver dose it's peer agnostic logic of swapping the address 1 to
self address (which is 00:00:00:00:00:00 for AUX)
-> cause us  not to find proper VIF correlating to the address,
DBG assertion and dropping the packet.",Firmware Config / Parameter / Tuning
WIFI-427687,WIFI,Performance,0.29994321952668984,Ch 132-144 160 Mhz bugfix for 3 PNVMs,Insufficient Root-Cause Detail
WIFI-425707,WIFI,Connectivity,0.1446439435278234,"There is an interface between WiMan and the CSME WLAN driver via HECI.
HECI can build the interface with CSME FW only after the CSME completes the S0 (CM0) entry. The problem is that HECI cannot know when CSME is ready, and this depends on the platform and/or OS. So it tries and tries until he succeeds.

In this recovery mechanism, there was a bug that in one case, it was not triggered.

The fix was delivered in Core83, but BKC with the WiMan was published only in core88.

Duplicate root cause with WIFI-352620.",Firmware Config / Parameter / Tuning
WIFI-425705,WIFI,Connectivity,0.13262392228441194,"LNA step above 10 doesn’t converge the RMS, 
Solution : in low Isolation we limited max LNA step to 10 and converge the rest  with TX power .
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/123387
",Firmware Config / Parameter / Tuning
WIFI-425303,WIFI,Performance,0.2882434515096373,Ch 132-144 160 Mhz bugfix,Insufficient Root-Cause Detail
WIFI-424127,WIFI,YB/Lost,0.43767584630198114,nan,Insufficient Root-Cause Detail
WIFI-422775,WIFI,Performance,0.17779693466975566,https://jira.idoc.intel.com/browse/WIFI-417459,Insufficient Root-Cause Detail
WIFI-422495,WIFI,Connectivity,0.10720642304972769," The bug was caused by a new module (called internally 'DSM'), which is responsible for a system that organizes data efficiently. We noticed that when another part of our system, the scan module, asked the DSM for permission to use that data, the DSM attempted to complete the request but was interrupted by entering a low-power mode. This interruption prevented the process from finishing properly, lowering the LTR and allowing the machine to enter its own low-power state. We've updated the system so that the DSM can continue to manage these requests even if it goes into low-power mode, which should resolve the problem.",Race / Timing / Interrupt Ordering
WIFI-420757,WIFI,Connectivity,0.16263571824660797,There was a racing condition between RPC client connection and adapter initialization that caused USC to get enum complete notification before adapter init notification.,Insufficient Root-Cause Detail
WIFI-419324,WIFI,BSOD,0.2513190902041733,Improved FW reset flow for not handling another SW error interrupt while FW already undergoes via reset.,State Machine / Flow Handling
WIFI-417722,WIFI,Connectivity,0.12883119861593736,There was a racing condition between RPC client connection and adapter initialization that caused USC to get duplicated adapter enable notifications.,Insufficient Root-Cause Detail
